IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
192.46.231.158,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,281 ms,1115 kB/s
213.35.110.208,12569,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,346 ms,1100 kB/s
43.156.25.177,28443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,99 ms,899 kB/s
31.192.238.71,2053,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,370 ms,895 kB/s
129.150.32.171,6443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,362 ms,698 kB/s
146.235.19.79,28983,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,372 ms,617 kB/s
139.162.8.21,444,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,186 ms,546 kB/s
8.222.161.217,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,223 ms,510 kB/s
168.138.171.191,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,381 ms,495 kB/s
213.35.104.111,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,364 ms,490 kB/s
194.36.179.17,2053,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,371 ms,468 kB/s
213.35.100.31,47112,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,364 ms,450 kB/s
129.150.50.144,42956,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,355 ms,449 kB/s
61.245.11.227,2053,true,SIN,PH,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,368 ms,430 kB/s
140.245.120.223,9003,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,358 ms,368 kB/s
104.43.91.171,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,114 ms,357 kB/s
91.192.81.154,2053,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,380 ms,349 kB/s
158.178.244.9,57459,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,378 ms,328 kB/s
138.2.111.60,60007,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,358 ms,288 kB/s
139.162.42.205,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,264 ms,286 kB/s
194.36.179.5,2053,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,395 ms,221 kB/s
168.138.177.109,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,420 ms,205 kB/s
139.177.185.196,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,265 ms,199 kB/s
139.162.9.101,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,281 ms,186 kB/s
165.22.250.198,20205,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,295 ms,165 kB/s
96.9.211.152,8443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,334 ms,122 kB/s
134.185.88.235,2096,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,366 ms,109 kB/s
194.36.179.17,8443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,367 ms,109 kB/s
34.124.206.71,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,256 ms,100 kB/s
165.22.250.198,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,300 ms,94 kB/s
213.35.127.9,17534,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,364 ms,85 kB/s
140.245.121.160,45544,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,373 ms,84 kB/s
8.219.126.137,491,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,236 ms,72 kB/s
20.205.177.152,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,148 ms,70 kB/s
140.245.121.225,10258,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,355 ms,44 kB/s
43.153.204.145,51050,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,113 ms,38 kB/s
43.134.99.72,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,104 ms,34 kB/s
150.109.94.198,58088,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,111 ms,31 kB/s
31.192.238.71,8443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,363 ms,21 kB/s
142.91.98.99,10211,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,426 ms,7 kB/s
47.236.180.90,8443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,225 ms,0 kB/s
158.178.224.184,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,385 ms,0 kB/s
92.112.20.95,8443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,269 ms,0 kB/s
101.132.172.172,10443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,44 ms,0 kB/s
152.42.241.71,8443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,278 ms,0 kB/s
139.162.8.21,993,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,269 ms,0 kB/s
167.172.65.150,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,281 ms,0 kB/s
119.64.242.60,60002,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,14154 kB/s
123.111.169.70,8443,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,10901 kB/s
182.211.29.41,20085,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,122 ms,8470 kB/s
118.223.217.35,30011,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,85 ms,8239 kB/s
49.174.170.115,10030,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,93 ms,7857 kB/s
112.186.25.177,18060,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,77 ms,7766 kB/s
115.91.165.115,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,7682 kB/s
119.63.250.147,20049,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,7335 kB/s
119.65.139.101,60001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,7327 kB/s
119.200.105.210,20111,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,7303 kB/s
123.214.83.63,12165,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,93 ms,7219 kB/s
121.176.175.54,10436,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,178 ms,7210 kB/s
222.104.213.148,33143,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,114 ms,7099 kB/s
1.176.130.28,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,7056 kB/s
182.211.29.41,22990,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,116 ms,6956 kB/s
1.221.122.2,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,6866 kB/s
118.223.217.35,30001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,79 ms,6726 kB/s
14.55.141.160,10230,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,90 ms,6699 kB/s
123.111.253.155,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,75 ms,6548 kB/s
119.195.168.105,10237,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,6515 kB/s
211.229.77.184,33053,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,74 ms,6495 kB/s
124.61.52.107,10198,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,223 ms,6374 kB/s
175.113.11.149,10265,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,110 ms,6356 kB/s
106.252.245.199,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,125 ms,6279 kB/s
182.224.75.12,10325,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,115 ms,6270 kB/s
124.61.52.107,10222,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,220 ms,6265 kB/s
119.201.195.135,12192,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,6251 kB/s
58.76.69.164,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,6195 kB/s
106.242.185.158,32784,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,98 ms,6134 kB/s
218.147.66.126,20019,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,135 ms,6060 kB/s
121.136.66.77,10050,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,93 ms,6024 kB/s
118.223.252.190,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,6019 kB/s
119.201.195.135,10001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,79 ms,5999 kB/s
211.192.254.96,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,76 ms,5942 kB/s
112.172.38.246,12410,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,5870 kB/s
106.242.64.238,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,5859 kB/s
119.195.168.105,16033,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,5841 kB/s
14.32.12.235,12545,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,124 ms,5795 kB/s
218.209.5.180,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,113 ms,5760 kB/s
59.6.239.208,17077,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,135 ms,5751 kB/s
112.165.215.157,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,5732 kB/s
14.32.12.235,10112,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,116 ms,5729 kB/s
175.120.200.238,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,90 ms,5704 kB/s
112.186.25.177,10062,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,104 ms,5557 kB/s
112.146.187.55,29765,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,5514 kB/s
221.159.179.128,12475,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,5508 kB/s
1.223.156.69,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,5505 kB/s
124.63.101.43,30037,true,HKG,KR,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,152 ms,5444 kB/s
59.2.75.64,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,5422 kB/s
124.61.52.107,20007,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,216 ms,5260 kB/s
121.167.58.196,10554,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,5247 kB/s
125.133.18.143,10137,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,5245 kB/s
211.57.90.42,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,124 ms,5213 kB/s
59.30.203.246,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,104 ms,5175 kB/s
121.176.175.54,12360,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,182 ms,5107 kB/s
222.104.213.148,22990,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,98 ms,5088 kB/s
117.123.23.173,30029,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,95 ms,5064 kB/s
222.104.213.148,12408,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,98 ms,4977 kB/s
211.229.243.246,10123,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,85 ms,4966 kB/s
221.164.141.35,16078,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,4945 kB/s
115.23.240.181,12109,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,81 ms,4906 kB/s
59.23.24.41,33430,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,4903 kB/s
114.204.41.241,30003,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,79 ms,4865 kB/s
211.57.29.229,12104,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,149 ms,4851 kB/s
211.215.133.125,18080,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,4848 kB/s
119.201.195.135,17117,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,4832 kB/s
222.104.213.148,12374,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,104 ms,4827 kB/s
121.178.121.161,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,100 ms,4814 kB/s
222.99.209.10,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,4809 kB/s
58.239.237.226,10379,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,4727 kB/s
119.192.158.53,32779,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,110 ms,4726 kB/s
220.118.153.222,10022,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,126 ms,4677 kB/s
115.93.169.180,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,4656 kB/s
59.6.239.208,10227,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,147 ms,4621 kB/s
119.195.36.69,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,4608 kB/s
218.151.91.131,12151,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,141 ms,4593 kB/s
115.90.70.246,18983,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,4569 kB/s
175.207.201.57,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,135 ms,4519 kB/s
211.195.83.140,12194,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,93 ms,4490 kB/s
59.6.47.113,11004,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,97 ms,4415 kB/s
211.197.161.123,11255,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,4410 kB/s
211.57.29.229,12141,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,145 ms,4393 kB/s
210.99.119.3,20115,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,4345 kB/s
211.194.169.14,12699,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,4311 kB/s
112.165.11.40,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,104 ms,4260 kB/s
119.196.21.70,12286,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,199 ms,4242 kB/s
119.195.168.105,20010,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,126 ms,4204 kB/s
123.142.254.188,10128,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,4196 kB/s
220.83.182.223,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,4164 kB/s
218.38.109.120,30027,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,4108 kB/s
220.125.55.47,12251,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,139 ms,4106 kB/s
211.33.238.198,25262,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,214 ms,4091 kB/s
14.32.12.235,10008,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,4086 kB/s
183.106.76.116,20332,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,137 ms,4039 kB/s
119.206.2.42,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,4027 kB/s
119.195.168.105,12115,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,117 ms,4007 kB/s
106.244.201.248,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,3985 kB/s
220.81.10.138,11103,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,114 ms,3983 kB/s
222.113.18.207,10225,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,180 ms,3911 kB/s
49.175.64.126,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,113 ms,3899 kB/s
116.44.53.251,12211,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,3891 kB/s
121.176.175.54,10263,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,145 ms,3851 kB/s
183.97.188.34,10800,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,93 ms,3850 kB/s
211.197.161.123,10428,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,3830 kB/s
59.1.74.97,34997,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,114 ms,3828 kB/s
119.195.219.150,37827,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,82 ms,3812 kB/s
220.118.236.239,10233,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,105 ms,3763 kB/s
124.61.52.107,10250,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,219 ms,3735 kB/s
147.46.120.110,30122,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,3724 kB/s
124.61.52.107,30479,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,212 ms,3705 kB/s
125.135.43.66,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,3703 kB/s
118.33.229.115,10381,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,101 ms,3693 kB/s
121.125.185.13,33403,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,3681 kB/s
124.61.52.107,12351,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,233 ms,3604 kB/s
118.46.37.203,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,3543 kB/s
125.137.215.221,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,123 ms,3541 kB/s
222.113.18.206,10004,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,114 ms,3506 kB/s
121.175.54.93,30037,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,89 ms,3490 kB/s
121.152.118.98,20057,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,89 ms,3483 kB/s
220.124.39.201,10374,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,126 ms,3450 kB/s
115.40.244.240,18005,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,145 ms,3442 kB/s
183.98.87.174,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,97 ms,3438 kB/s
112.172.38.246,10554,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,104 ms,3437 kB/s
175.113.29.202,30027,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,3405 kB/s
183.106.76.116,10212,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,148 ms,3393 kB/s
119.201.181.172,32783,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,105 ms,3362 kB/s
220.118.236.239,12147,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,3334 kB/s
