IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
182.211.29.41,22990,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,3198 kB/s
119.201.195.135,12192,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,89 ms,3057 kB/s
211.229.77.184,33053,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,2943 kB/s
59.6.239.208,10202,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,2937 kB/s
175.113.29.202,30027,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,89 ms,2916 kB/s
121.152.118.98,10227,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,2877 kB/s
211.184.175.180,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,97 ms,2862 kB/s
106.252.245.199,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,113 ms,2857 kB/s
218.38.109.120,30011,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,75 ms,2801 kB/s
124.61.52.107,10222,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,175 ms,2749 kB/s
112.161.221.228,10051,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,2737 kB/s
118.223.217.35,30011,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,77 ms,2726 kB/s
211.198.0.110,20191,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,2694 kB/s
121.176.175.54,10263,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,196 ms,2681 kB/s
123.214.83.63,12165,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,98 ms,2675 kB/s
220.118.236.239,10316,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,82 ms,2574 kB/s
61.83.8.8,10416,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,2465 kB/s
119.206.2.42,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,82 ms,2447 kB/s
175.200.159.205,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,2426 kB/s
119.196.21.70,10113,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,184 ms,2340 kB/s
221.167.103.240,12036,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,2317 kB/s
112.186.25.177,18060,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,2183 kB/s
119.65.139.101,60001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,2068 kB/s
222.113.18.211,12540,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,2037 kB/s
222.113.18.207,32759,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,201 ms,1916 kB/s
222.113.18.206,32752,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,116 ms,1902 kB/s
182.211.29.41,30023,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,1883 kB/s
124.61.52.107,10250,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,197 ms,1806 kB/s
118.32.105.202,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,89 ms,1805 kB/s
119.201.195.135,10001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,1743 kB/s
112.185.213.4,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,1641 kB/s
119.203.219.248,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,1621 kB/s
124.61.52.107,11027,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,187 ms,1569 kB/s
119.196.21.70,20020,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,180 ms,1553 kB/s
59.30.203.246,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,100 ms,1544 kB/s
220.81.10.138,11103,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,82 ms,1538 kB/s
121.151.58.209,30017,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,1538 kB/s
220.80.70.100,12369,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,101 ms,1488 kB/s
116.44.53.251,10801,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,1462 kB/s
59.1.166.218,29015,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,105 ms,1444 kB/s
222.113.18.211,10159,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,1409 kB/s
218.147.66.126,20019,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,110 ms,1401 kB/s
123.111.169.70,443,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,79 ms,1398 kB/s
125.135.32.13,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,1334 kB/s
117.123.237.115,30013,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,1286 kB/s
221.164.141.35,16078,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,1283 kB/s
124.63.101.43,30037,true,HKG,KR,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,162 ms,1280 kB/s
1.223.156.69,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,118 ms,1262 kB/s
123.142.254.188,10128,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,1256 kB/s
211.57.29.229,12285,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,1240 kB/s
119.196.21.70,10150,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,211 ms,1229 kB/s
114.204.41.241,30003,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,1220 kB/s
115.93.169.180,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,1209 kB/s
220.124.144.20,12142,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,113 ms,1199 kB/s
124.61.52.107,20197,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,180 ms,1196 kB/s
222.113.18.207,16074,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,212 ms,1191 kB/s
222.113.18.214,10438,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,162 ms,1156 kB/s
222.104.213.148,22990,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,126 ms,1106 kB/s
115.40.244.240,18005,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,161 ms,1104 kB/s
203.227.187.22,7000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,217 ms,1099 kB/s
121.132.24.246,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,1070 kB/s
183.97.188.34,10800,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,1028 kB/s
119.195.168.105,10030,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,994 kB/s
61.102.250.123,10210,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,107 ms,985 kB/s
222.113.18.214,10378,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,153 ms,980 kB/s
222.113.18.211,14443,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,110 ms,953 kB/s
61.102.250.123,10999,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,910 kB/s
222.104.213.148,12374,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,131 ms,906 kB/s
115.90.70.246,18983,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,903 kB/s
116.93.199.28,10323,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,137 ms,902 kB/s
58.239.237.226,10379,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,898 kB/s
218.38.109.120,30027,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,79 ms,865 kB/s
112.146.187.55,29765,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,853 kB/s
59.25.160.141,30015,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,258 ms,852 kB/s
118.45.150.77,30019,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,90 ms,846 kB/s
118.45.138.207,12403,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,836 kB/s
106.254.62.105,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,816 kB/s
222.113.18.207,10225,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,126 ms,809 kB/s
125.133.18.143,10137,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,76 ms,805 kB/s
222.113.18.214,12158,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,141 ms,792 kB/s
221.151.212.249,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,97 ms,784 kB/s
119.196.21.70,25228,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,183 ms,765 kB/s
59.1.166.218,10399,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,95 ms,765 kB/s
112.165.11.40,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,80 ms,756 kB/s
175.113.11.149,10265,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,78 ms,752 kB/s
222.113.18.206,10913,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,125 ms,747 kB/s
112.167.163.6,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,82 ms,742 kB/s
118.46.37.203,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,78 ms,739 kB/s
125.137.215.221,50001,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,731 kB/s
220.118.236.239,16888,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,728 kB/s
61.83.53.33,30023,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,712 kB/s
112.172.38.246,12410,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,712 kB/s
222.113.18.214,10251,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,180 ms,709 kB/s
121.176.175.54,12436,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,189 ms,709 kB/s
106.242.185.158,32784,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,100 ms,707 kB/s
211.57.29.229,32757,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,704 kB/s
119.195.168.105,16033,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,99 ms,701 kB/s
1.176.130.28,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,694 kB/s
211.105.156.214,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,100 ms,683 kB/s
222.97.1.10,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,98 ms,680 kB/s
119.195.168.105,10237,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,678 kB/s
112.172.38.246,10456,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,97 ms,672 kB/s
182.211.29.41,20085,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,669 kB/s
112.170.224.52,10206,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,668 kB/s
58.235.104.145,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,110 ms,656 kB/s
210.91.199.121,10325,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,89 ms,656 kB/s
119.63.250.147,20049,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,115 ms,651 kB/s
220.118.236.239,12147,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,650 kB/s
116.44.53.251,12211,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,638 kB/s
222.101.91.204,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,93 ms,630 kB/s
118.91.78.76,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,95 ms,625 kB/s
121.128.236.164,13579,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,620 kB/s
124.61.52.107,10198,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,188 ms,618 kB/s
119.195.168.105,10038,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,114 ms,617 kB/s
121.176.175.54,10277,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,204 ms,615 kB/s
221.164.141.35,10307,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,82 ms,606 kB/s
1.221.122.2,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,606 kB/s
211.192.254.96,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,95 ms,583 kB/s
112.172.38.246,12346,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,579 kB/s
220.118.153.222,10022,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,119 ms,573 kB/s
14.33.140.80,30017,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,566 kB/s
220.71.102.124,32783,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,563 kB/s
222.104.213.148,33143,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,120 ms,560 kB/s
175.213.245.239,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,84 ms,555 kB/s
112.170.224.52,10263,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,92 ms,555 kB/s
61.83.53.33,30029,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,77 ms,553 kB/s
112.161.221.228,10384,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,552 kB/s
124.61.52.107,16027,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,184 ms,550 kB/s
183.106.76.116,10052,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,140 ms,550 kB/s
175.200.106.239,22000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,85 ms,550 kB/s
220.118.97.223,10990,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,101 ms,538 kB/s
119.196.21.70,10353,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,208 ms,537 kB/s
59.1.166.218,12441,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,524 kB/s
222.113.18.206,10103,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,133 ms,523 kB/s
124.61.52.107,20007,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,182 ms,522 kB/s
123.214.83.63,20332,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,97 ms,522 kB/s
211.195.83.140,24844,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,515 kB/s
211.57.90.42,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,80 ms,506 kB/s
222.113.18.211,32763,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,118 ms,496 kB/s
59.1.74.97,10911,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,494 kB/s
183.106.76.116,33143,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,105 ms,493 kB/s
183.106.76.116,10007,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,119 ms,485 kB/s
59.9.52.28,30009,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,78 ms,483 kB/s
118.41.206.30,15200,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,102 ms,483 kB/s
119.192.158.53,32779,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,483 kB/s
222.113.18.214,10398,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,181 ms,481 kB/s
119.200.105.210,10061,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,133 ms,478 kB/s
59.1.74.97,11122,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,114 ms,478 kB/s
59.6.239.208,17077,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,101 ms,470 kB/s
211.206.178.197,10279,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,129 ms,459 kB/s
116.93.199.28,12136,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,141 ms,452 kB/s
175.206.226.93,10305,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,451 kB/s
121.152.118.98,20057,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,87 ms,449 kB/s
124.61.52.107,10778,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,187 ms,446 kB/s
14.32.12.235,10112,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,104 ms,430 kB/s
119.201.195.135,10933,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,90 ms,430 kB/s
211.57.29.229,12699,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,108 ms,428 kB/s
222.113.18.211,17121,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,425 kB/s
222.120.119.146,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,91 ms,424 kB/s
222.113.18.211,12436,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,421 kB/s
222.113.18.211,20150,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,125 ms,418 kB/s
119.200.105.210,10211,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,126 ms,417 kB/s
183.106.76.116,20108,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,411 kB/s
119.201.181.172,32783,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,80 ms,405 kB/s
211.33.238.198,17220,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,159 ms,398 kB/s
14.32.12.235,12545,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,94 ms,398 kB/s
211.195.83.140,12194,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,121 ms,394 kB/s
222.113.18.211,20440,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,133 ms,390 kB/s
222.113.18.214,16403,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,134 ms,386 kB/s
222.113.18.214,12469,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,161 ms,384 kB/s
59.8.196.21,10002,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,86 ms,374 kB/s
59.6.239.208,16045,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,103 ms,373 kB/s
112.186.25.177,10062,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,105 ms,369 kB/s
183.106.76.116,20332,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,110 ms,368 kB/s
121.176.175.54,10335,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,191 ms,365 kB/s
61.102.250.123,10272,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,106 ms,357 kB/s
123.111.253.155,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,95 ms,342 kB/s
175.212.200.252,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,338 kB/s
59.25.160.141,30009,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,241 ms,330 kB/s
210.99.119.3,20115,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,111 ms,330 kB/s
211.48.30.184,50000,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,96 ms,323 kB/s
121.154.2.209,11169,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,90 ms,318 kB/s
183.106.76.116,12181,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,134 ms,318 kB/s
119.196.21.70,12028,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,208 ms,314 kB/s
119.195.219.150,12445,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,83 ms,314 kB/s
116.93.199.28,10114,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,140 ms,310 kB/s
61.102.250.123,12205,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,109 ms,310 kB/s
222.113.18.214,10283,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,157 ms,309 kB/s
