IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
5.75.196.152,2096,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,233 ms,8778 kB/s
141.94.63.242,2053,true,AMS,FR,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,202 ms,8735 kB/s
51.195.119.195,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,8734 kB/s
162.55.213.133,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,171 ms,8732 kB/s
31.57.109.78,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,338 ms,8729 kB/s
172.236.204.109,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,8716 kB/s
116.203.110.136,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,8703 kB/s
157.180.27.85,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,193 ms,8702 kB/s
45.112.195.15,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,192 ms,8697 kB/s
45.38.145.162,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,221 ms,8606 kB/s
91.107.252.139,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,8582 kB/s
65.109.206.21,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,203 ms,8576 kB/s
188.245.161.141,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,8576 kB/s
45.38.145.148,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,8482 kB/s
45.38.145.168,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,166 ms,8449 kB/s
45.38.145.20,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,8441 kB/s
5.75.194.120,2096,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,207 ms,8441 kB/s
178.33.161.196,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,196 ms,8418 kB/s
51.178.137.248,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,198 ms,8404 kB/s
91.107.133.147,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,8402 kB/s
45.38.145.239,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,8400 kB/s
157.90.125.127,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,158 ms,8359 kB/s
5.9.128.154,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,8327 kB/s
5.178.110.139,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,8291 kB/s
91.99.179.61,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,8287 kB/s
45.38.145.130,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,152 ms,8277 kB/s
91.107.128.233,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,8248 kB/s
45.38.145.167,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,8206 kB/s
139.162.106.22,443,true,NRT,JP,Asia Pacific,Tokyo,亚洲,日本,东京,🇯🇵,194 ms,8181 kB/s
31.57.92.221,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,219 ms,8180 kB/s
45.38.145.112,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,163 ms,8159 kB/s
188.245.253.75,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,8078 kB/s
37.27.165.27,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,212 ms,8072 kB/s
89.19.44.95,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,8064 kB/s
51.195.45.137,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,194 ms,8052 kB/s
94.23.144.99,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,187 ms,8050 kB/s
162.19.78.179,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,174 ms,7985 kB/s
45.38.145.159,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,234 ms,7949 kB/s
45.38.145.84,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,7908 kB/s
91.99.216.176,2096,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,7906 kB/s
49.13.55.195,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,7901 kB/s
135.181.25.7,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,194 ms,7878 kB/s
91.107.174.216,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,216 ms,7858 kB/s
91.107.163.101,2087,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,7804 kB/s
49.13.234.155,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,7794 kB/s
91.107.175.184,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,7792 kB/s
91.107.185.134,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,193 ms,7792 kB/s
45.38.145.166,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,166 ms,7772 kB/s
89.19.44.24,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,7766 kB/s
141.95.145.22,443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,186 ms,7718 kB/s
45.38.145.121,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,7708 kB/s
91.99.121.228,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,7693 kB/s
91.107.182.58,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,7681 kB/s
31.57.105.29,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,214 ms,7638 kB/s
95.217.228.88,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,183 ms,7619 kB/s
51.91.249.115,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,177 ms,7610 kB/s
54.36.100.7,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,246 ms,7591 kB/s
45.38.145.216,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,7581 kB/s
37.59.114.37,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,217 ms,7559 kB/s
45.38.145.154,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,224 ms,7559 kB/s
95.216.209.182,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,206 ms,7531 kB/s
45.38.145.164,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,7526 kB/s
89.19.44.217,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,191 ms,7522 kB/s
95.217.176.149,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,196 ms,7506 kB/s
162.19.254.98,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,7505 kB/s
65.109.192.6,2083,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,195 ms,7481 kB/s
91.149.223.248,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,7465 kB/s
5.75.134.237,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,7455 kB/s
46.62.132.84,2087,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,195 ms,7452 kB/s
162.19.116.66,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,200 ms,7387 kB/s
45.38.145.108,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,199 ms,7382 kB/s
51.91.253.211,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,369 ms,7381 kB/s
91.107.176.78,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,189 ms,7375 kB/s
65.108.247.144,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,179 ms,7340 kB/s
45.38.145.171,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,7289 kB/s
49.13.161.60,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,7285 kB/s
65.109.192.55,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,219 ms,7281 kB/s
91.107.143.134,2096,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,7220 kB/s
89.19.44.250,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,7185 kB/s
31.56.237.213,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,260 ms,7163 kB/s
91.99.216.176,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,7156 kB/s
95.216.143.5,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,197 ms,7155 kB/s
46.8.236.70,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,215 ms,7152 kB/s
188.245.58.100,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,165 ms,7152 kB/s
104.252.127.253,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,205 ms,7141 kB/s
168.119.230.13,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,168 ms,7129 kB/s
91.199.32.132,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,173 ms,7114 kB/s
188.130.206.180,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,217 ms,7104 kB/s
45.38.145.44,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,7101 kB/s
45.91.193.67,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,303 ms,7098 kB/s
45.38.145.140,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,7083 kB/s
45.38.145.67,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,190 ms,7061 kB/s
65.109.179.243,2087,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,201 ms,7029 kB/s
91.99.125.249,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,7024 kB/s
91.107.162.214,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,7021 kB/s
91.149.239.62,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,192 ms,7002 kB/s
89.168.83.143,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,200 ms,6997 kB/s
78.47.176.64,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,6983 kB/s
45.38.145.18,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,166 ms,6973 kB/s
45.38.145.110,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,163 ms,6964 kB/s
194.87.137.188,443,true,PRG,CZ,Europe,Prague,欧洲,捷克共和国,布拉格,🇨🇿,250 ms,6950 kB/s
152.67.194.30,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,257 ms,6949 kB/s
45.38.145.153,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,264 ms,6949 kB/s
194.87.17.33,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,243 ms,6918 kB/s
5.178.110.142,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,328 ms,6890 kB/s
31.56.227.167,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,232 ms,6883 kB/s
89.19.44.239,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,165 ms,6870 kB/s
87.98.237.23,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,183 ms,6851 kB/s
45.38.145.105,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,155 ms,6836 kB/s
185.92.183.217,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,237 ms,6809 kB/s
88.99.60.34,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,6808 kB/s
45.38.145.74,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,154 ms,6800 kB/s
188.245.239.46,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,6792 kB/s
5.178.110.205,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,319 ms,6783 kB/s
51.91.253.218,443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,197 ms,6763 kB/s
94.23.153.167,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,203 ms,6756 kB/s
162.55.169.245,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,6713 kB/s
94.23.167.32,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,208 ms,6705 kB/s
91.107.245.83,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,231 ms,6679 kB/s
45.38.145.219,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,6644 kB/s
116.203.122.202,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,6639 kB/s
162.19.243.20,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,6635 kB/s
51.195.47.42,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,246 ms,6593 kB/s
91.99.56.181,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,163 ms,6585 kB/s
31.57.62.224,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,225 ms,6583 kB/s
95.182.99.23,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,207 ms,6564 kB/s
94.130.2.84,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,196 ms,6511 kB/s
45.38.145.215,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,6497 kB/s
31.57.93.141,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,214 ms,6480 kB/s
91.99.174.137,2087,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,6445 kB/s
45.38.145.186,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,163 ms,6436 kB/s
188.165.54.172,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,173 ms,6406 kB/s
209.38.182.156,2087,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,274 ms,6395 kB/s
193.164.155.105,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,212 ms,6386 kB/s
51.91.251.87,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,232 ms,6384 kB/s
91.107.180.122,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,6382 kB/s
91.107.191.42,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,176 ms,6376 kB/s
95.216.140.177,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,193 ms,6368 kB/s
91.107.136.254,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,218 ms,6358 kB/s
23.88.88.105,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,158 ms,6355 kB/s
162.55.53.251,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,165 ms,6347 kB/s
5.144.179.124,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,220 ms,6337 kB/s
65.109.186.249,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,204 ms,6335 kB/s
95.182.99.108,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,216 ms,6323 kB/s
51.91.251.16,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,205 ms,6310 kB/s
91.107.239.133,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,212 ms,6288 kB/s
129.154.207.253,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,227 ms,6281 kB/s
89.19.44.247,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,6276 kB/s
5.75.201.103,2083,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,6271 kB/s
37.59.96.25,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,194 ms,6268 kB/s
89.19.44.206,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,178 ms,6257 kB/s
194.195.240.193,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,239 ms,6254 kB/s
141.94.206.222,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,219 ms,6244 kB/s
172.104.203.143,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,242 ms,6220 kB/s
91.107.247.111,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,229 ms,6214 kB/s
139.162.164.195,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,236 ms,6165 kB/s
45.38.145.58,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,6161 kB/s
31.57.46.234,2053,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,221 ms,6150 kB/s
152.228.135.132,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,170 ms,6148 kB/s
212.192.214.23,2053,true,AMS,IS,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,232 ms,6123 kB/s
45.38.145.250,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,233 ms,6121 kB/s
162.19.66.26,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,216 ms,6112 kB/s
45.38.145.197,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,6090 kB/s
91.107.143.211,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,182 ms,6065 kB/s
31.57.105.33,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,209 ms,6064 kB/s
51.195.103.107,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,6063 kB/s
46.62.135.239,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,190 ms,6060 kB/s
51.91.248.61,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,179 ms,6058 kB/s
141.94.221.240,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,200 ms,6050 kB/s
45.38.145.4,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,158 ms,6039 kB/s
45.38.145.76,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,6013 kB/s
45.38.145.205,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,172 ms,5981 kB/s
45.38.145.214,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,180 ms,5974 kB/s
91.107.183.142,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,5974 kB/s
45.38.145.172,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,166 ms,5962 kB/s
46.101.185.122,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,253 ms,5945 kB/s
51.195.45.34,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,233 ms,5924 kB/s
188.130.206.135,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,217 ms,5916 kB/s
91.107.172.179,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,5913 kB/s
109.248.162.130,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,301 ms,5906 kB/s
